,Censo,Cuadro,Link,Provincia,Departamento,Indicador,Unidad de registro,Valor
381,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06119,Buenos Aires,Brandsen,Cedro,Hectáreas,0.0
382,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06119,Buenos Aires,Brandsen,Pehuén,Hectáreas,0.0
383,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06119,Buenos Aires,Brandsen,Tipa,Hectáreas,0.0
384,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06119,Buenos Aires,Brandsen,Peteribí,Hectáreas,0.0
385,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06119,Buenos Aires,Brandsen,Lapacho,Hectáreas,0.0
386,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06119,Buenos Aires,Brandsen,Guatambú,Hectáreas,0.0
387,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06119,Buenos Aires,Brandsen,Lenga,Hectáreas,0.0
388,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06119,Buenos Aires,Brandsen,Quebracho,Hectáreas,0.0
389,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06119,Buenos Aires,Brandsen,Otras forestales nativas,Hectáreas,0.0
390,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06119,Buenos Aires,Brandsen,Otras forestales,Hectáreas,0.0
391,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Total,Hectáreas,13654.0
392,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Álamo,Hectáreas,10384.0
393,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Eucalipto,Hectáreas,73.0
394,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Grevillea,Hectáreas,0.0
395,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Kiri,Hectáreas,0.0
396,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Paraíso,Hectáreas,0.0
397,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Toona,Hectáreas,0.0
398,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Pino,Hectáreas,15.0
399,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Pino oregon,Hectáreas,0.0
400,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Sauce ,Hectáreas,3148.0
401,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Sauce álamo,Hectáreas,34.0
402,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Algarrobo,Hectáreas,0.0
403,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Araucaria,Hectáreas,0.0
404,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Cedro,Hectáreas,0.0
405,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Pehuén,Hectáreas,0.0
406,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Tipa,Hectáreas,0.0
407,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Peteribí,Hectáreas,0.0
408,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Lapacho,Hectáreas,0.0
409,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Guatambú,Hectáreas,0.0
410,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Lenga,Hectáreas,0.0
411,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Quebracho,Hectáreas,0.0
412,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Otras forestales nativas,Hectáreas,0.0
413,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06126,Buenos Aires,Campana,Otras forestales,Hectáreas,0.0
414,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Total,Hectáreas,0.0
415,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Álamo,Hectáreas,0.0
416,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Eucalipto,Hectáreas,0.0
417,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Grevillea,Hectáreas,0.0
418,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Kiri,Hectáreas,0.0
419,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Paraíso,Hectáreas,0.0
420,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Toona,Hectáreas,0.0
421,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Pino,Hectáreas,0.0
422,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Pino oregon,Hectáreas,0.0
423,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Sauce ,Hectáreas,0.0
424,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Sauce álamo,Hectáreas,0.0
425,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Algarrobo,Hectáreas,0.0
426,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Araucaria,Hectáreas,0.0
427,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Cedro,Hectáreas,0.0
428,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Pehuén,Hectáreas,0.0
429,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Tipa,Hectáreas,0.0
430,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Peteribí,Hectáreas,0.0
431,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Lapacho,Hectáreas,0.0
432,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Guatambú,Hectáreas,0.0
433,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Lenga,Hectáreas,0.0
434,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Quebracho,Hectáreas,0.0
435,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Otras forestales nativas,Hectáreas,0.0
436,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06134,Buenos Aires,Cañuelas,Otras forestales,Hectáreas,0.0
437,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Total,Hectáreas,513.0
438,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Álamo,Hectáreas,0.0
439,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Eucalipto,Hectáreas,75.0
440,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Grevillea,Hectáreas,0.0
441,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Kiri,Hectáreas,0.0
442,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Paraíso,Hectáreas,0.0
443,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Toona,Hectáreas,0.0
444,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Pino,Hectáreas,0.0
445,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Pino oregon,Hectáreas,0.0
446,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Sauce ,Hectáreas,0.0
447,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Sauce álamo,Hectáreas,421.0
448,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Algarrobo,Hectáreas,0.0
449,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Araucaria,Hectáreas,0.0
450,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Cedro,Hectáreas,0.0
451,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Pehuén,Hectáreas,0.0
452,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Tipa,Hectáreas,0.0
453,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Peteribí,Hectáreas,0.0
454,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Lapacho,Hectáreas,0.0
455,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Guatambú,Hectáreas,0.0
456,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Lenga,Hectáreas,0.0
457,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Quebracho,Hectáreas,0.0
458,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Otras forestales nativas,Hectáreas,0.0
459,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06140,Buenos Aires,Capitán Sarmiento,Otras forestales,Hectáreas,17.0
460,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Total,Hectáreas,0.0
461,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Álamo,Hectáreas,0.0
462,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Eucalipto,Hectáreas,0.0
463,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Grevillea,Hectáreas,0.0
464,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Kiri,Hectáreas,0.0
465,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Paraíso,Hectáreas,0.0
466,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Toona,Hectáreas,0.0
467,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Pino,Hectáreas,0.0
468,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Pino oregon,Hectáreas,0.0
469,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Sauce ,Hectáreas,0.0
470,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Sauce álamo,Hectáreas,0.0
471,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Algarrobo,Hectáreas,0.0
472,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Araucaria,Hectáreas,0.0
473,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Cedro,Hectáreas,0.0
474,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Pehuén,Hectáreas,0.0
475,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Tipa,Hectáreas,0.0
476,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Peteribí,Hectáreas,0.0
477,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Lapacho,Hectáreas,0.0
478,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Guatambú,Hectáreas,0.0
479,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Lenga,Hectáreas,0.0
480,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Quebracho,Hectáreas,0.0
481,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Otras forestales nativas,Hectáreas,0.0
482,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06147,Buenos Aires,Carlos Casares,Otras forestales,Hectáreas,0.0
483,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Total,Hectáreas,0.0
484,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Álamo,Hectáreas,0.0
485,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Eucalipto,Hectáreas,0.0
486,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Grevillea,Hectáreas,0.0
487,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Kiri,Hectáreas,0.0
488,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Paraíso,Hectáreas,0.0
489,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Toona,Hectáreas,0.0
490,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Pino,Hectáreas,0.0
491,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Pino oregon,Hectáreas,0.0
492,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Sauce ,Hectáreas,0.0
493,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Sauce álamo,Hectáreas,0.0
494,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Algarrobo,Hectáreas,0.0
495,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Araucaria,Hectáreas,0.0
496,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Cedro,Hectáreas,0.0
497,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Pehuén,Hectáreas,0.0
498,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Tipa,Hectáreas,0.0
499,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Peteribí,Hectáreas,0.0
500,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Lapacho,Hectáreas,0.0
501,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Guatambú,Hectáreas,0.0
502,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Lenga,Hectáreas,0.0
503,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Quebracho,Hectáreas,0.0
504,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Otras forestales nativas,Hectáreas,0.0
505,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06154,Buenos Aires,Carlos Tejedor,Otras forestales,Hectáreas,0.0
506,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Total,Hectáreas,200.0
507,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Álamo,Hectáreas,0.0
508,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Eucalipto,Hectáreas,200.0
509,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Grevillea,Hectáreas,0.0
510,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Kiri,Hectáreas,0.0
511,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Paraíso,Hectáreas,0.0
512,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Toona,Hectáreas,0.0
513,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Pino,Hectáreas,0.0
514,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Pino oregon,Hectáreas,0.0
515,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Sauce ,Hectáreas,0.0
516,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Sauce álamo,Hectáreas,0.0
517,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Algarrobo,Hectáreas,0.0
518,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Araucaria,Hectáreas,0.0
519,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Cedro,Hectáreas,0.0
520,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Pehuén,Hectáreas,0.0
521,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Tipa,Hectáreas,0.0
522,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Peteribí,Hectáreas,0.0
523,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Lapacho,Hectáreas,0.0
524,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Guatambú,Hectáreas,0.0
525,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Lenga,Hectáreas,0.0
526,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Quebracho,Hectáreas,0.0
527,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Otras forestales nativas,Hectáreas,0.0
528,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06161,Buenos Aires,Carmen de Areco,Otras forestales,Hectáreas,0.0
529,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06168,Buenos Aires,Castelli,Total,Hectáreas,0.0
530,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06168,Buenos Aires,Castelli,Álamo,Hectáreas,0.0
531,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06168,Buenos Aires,Castelli,Eucalipto,Hectáreas,0.0
532,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06168,Buenos Aires,Castelli,Grevillea,Hectáreas,0.0
533,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06168,Buenos Aires,Castelli,Kiri,Hectáreas,0.0
534,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06168,Buenos Aires,Castelli,Paraíso,Hectáreas,0.0
535,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06168,Buenos Aires,Castelli,Toona,Hectáreas,0.0
536,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06168,Buenos Aires,Castelli,Pino,Hectáreas,0.0
537,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06168,Buenos Aires,Castelli,Pino oregon,Hectáreas,0.0
538,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06168,Buenos Aires,Castelli,Sauce ,Hectáreas,0.0
539,2018,"Bosques y montes implantados. Superficie implantada por especie, según partido, en hectáreas. Al 30 de junio de 2018",06168,Buenos Aires,Castelli,Sauce álamo,Hectáreas,0.0
