Censo,Cuadro,Provincia,Departamento,Indicador,Unidad de registro,Valor,Link
2002,"Cuadro 4.24. Buenos Aires. Bosques y montes implantados. EAP con límites definidos. Superficie implantada por especie, según partido y cantidad de plantas en el total de la provincia",buenos aires,balcarce,Otras coníferas,Hectáreas,17.0,06063
2002,"Cuadro 4.24. Buenos Aires. Bosques y montes implantados. EAP con límites definidos. Superficie implantada por especie, según partido y cantidad de plantas en el total de la provincia",buenos aires,balcarce,Sauces,Hectáreas,26.5,06063
2002,"Cuadro 4.24. Buenos Aires. Bosques y montes implantados. EAP con límites definidos. Superficie implantada por especie, según partido y cantidad de plantas en el total de la provincia",buenos aires,balcarce,Otros,Hectáreas,66.0,06063
2002,"Cuadro 4.24. Buenos Aires. Bosques y montes implantados. EAP con límites definidos. Superficie implantada por especie, según partido y cantidad de plantas en el total de la provincia",buenos aires,balcarce,Sin discriminar,Hectáreas,231.0,06063
2002,"Cuadro 4.24. Buenos Aires. Bosques y montes implantados. EAP con límites definidos. Superficie implantada por especie, según partido y cantidad de plantas en el total de la provincia",buenos aires,baradero,Total,Hectáreas,243.5,06070
2002,"Cuadro 4.24. Buenos Aires. Bosques y montes implantados. EAP con límites definidos. Superficie implantada por especie, según partido y cantidad de plantas en el total de la provincia",buenos aires,baradero,Álamo,Hectáreas,50.0,06070
2002,"Cuadro 4.24. Buenos Aires. Bosques y montes implantados. EAP con límites definidos. Superficie implantada por especie, según partido y cantidad de plantas en el total de la provincia",buenos aires,baradero,Eucalipto,Hectáreas,0.0,06070
2002,"Cuadro 4.24. Buenos Aires. Bosques y montes implantados. EAP con límites definidos. Superficie implantada por especie, según partido y cantidad de plantas en el total de la provincia",buenos aires,baradero,Pino,Hectáreas,1.0,06070
2002,"Cuadro 4.24. Buenos Aires. Bosques y montes implantados. EAP con límites definidos. Superficie implantada por especie, según partido y cantidad de plantas en el total de la provincia",buenos aires,baradero,Otras coníferas,Hectáreas,0.0,06070
2002,"Cuadro 4.24. Buenos Aires. Bosques y montes implantados. EAP con límites definidos. Superficie implantada por especie, según partido y cantidad de plantas en el total de la provincia",buenos aires,baradero,Sauces,Hectáreas,103.0,06070
2002,"Cuadro 4.24. Buenos Aires. Bosques y montes implantados. EAP con límites definidos. Superficie implantada por especie, según partido y cantidad de plantas en el total de la provincia",buenos aires,baradero,Otros,Hectáreas,6.0,06070
2002,"Cuadro 4.24. Buenos Aires. Bosques y montes implantados. EAP con límites definidos. Superficie implantada por especie, según partido y cantidad de plantas en el total de la provincia",buenos aires,baradero,Sin discriminar,Hectáreas,83.5,06070
2002,"Cuadro 4.24. Buenos Aires. Bosques y montes implantados. EAP con límites definidos. Superficie implantada por especie, según partido y cantidad de plantas en el total de la provincia",buenos aires,benito juárez,Total,Hectáreas,201.5,06084
2002,"Cuadro 4.24. Buenos Aires. Bosques y montes implantados. EAP con límites definidos. Superficie implantada por especie, según partido y cantidad de plantas en el total de la provincia",buenos aires,benito juárez,Álamo,Hectáreas,14.0,06084
2002,"Cuadro 4.24. Buenos Aires. Bosques y montes implantados. EAP con límites definidos. Superficie implantada por especie, según partido y cantidad de plantas en el total de la provincia",buenos aires,benito juárez,Eucalipto,Hectáreas,91.0,06084
2002,"Cuadro 4.24. Buenos Aires. Bosques y montes implantados. EAP con límites definidos. Superficie implantada por especie, según partido y cantidad de plantas en el total de la provincia",buenos aires,benito juárez,Pino,Hectáreas,11.0,06084
2002,"Cuadro 4.24. Buenos Aires. Bosques y montes implantados. EAP con límites definidos. Superficie implantada por especie, según partido y cantidad de plantas en el total de la provincia",buenos aires,benito juárez,Otras coníferas,Hectáreas,0.0,06084
2002,"Cuadro 4.24. Buenos Aires. Bosques y montes implantados. EAP con límites definidos. Superficie implantada por especie, según partido y cantidad de plantas en el total de la provincia",buenos aires,benito juárez,Sauces,Hectáreas,2.0,06084
2002,"Cuadro 4.24. Buenos Aires. Bosques y montes implantados. EAP con límites definidos. Superficie implantada por especie, según partido y cantidad de plantas en el total de la provincia",buenos aires,benito juárez,Otros,Hectáreas,10.5,06084
