Censo,Cuadro,Provincia,Departamento,Indicador,Unidad de registro,Valor,Link
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,avellaneda,Sorgo negro,Hectáreas,0.0,06035
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,avellaneda,Trébol blanco,Hectáreas,0.0,06035
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,avellaneda,Trébol rojo,Hectáreas,0.0,06035
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,avellaneda,Otras perennes puras,Hectáreas,0.0,06035
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,avellaneda,Alfalfa consociada,Hectáreas,0.0,06035
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,avellaneda,Otras perennes consociadas,Hectáreas,0.1,06035
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,avellaneda,Sin discriminar,Hectáreas,0.0,06035
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Total,Hectáreas,56526.8,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Achicoria,Hectáreas,0.0,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Agropiro,Hectáreas,5581.0,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Alfalfa pura,Hectáreas,63.5,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Cebadilla criolla,Hectáreas,100.0,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Falaris,Hectáreas,10.0,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Festuca,Hectáreas,11486.0,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Lotus,Hectáreas,0.0,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Panicum,Hectáreas,0.0,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Pasto llorón,Hectáreas,0.0,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Pasto ovillo,Hectáreas,30.0,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Pasto Pangola,Hectáreas,0.0,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Raigrás perenne,Hectáreas,604.0,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Sorgo negro,Hectáreas,0.0,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Trébol blanco,Hectáreas,0.0,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Trébol rojo,Hectáreas,130.0,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Otras perennes puras,Hectáreas,250.0,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Alfalfa consociada,Hectáreas,466.0,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Otras perennes consociadas,Hectáreas,35606.3,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,ayacucho,Sin discriminar,Hectáreas,2200.0,06042
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,azul,Total,Hectáreas,77440.5,06049
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,azul,Achicoria,Hectáreas,0.0,06049
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,azul,Agropiro,Hectáreas,1431.0,06049
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,azul,Alfalfa pura,Hectáreas,203.0,06049
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,azul,Cebadilla criolla,Hectáreas,212.0,06049
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,azul,Falaris,Hectáreas,65.0,06049
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,azul,Festuca,Hectáreas,2853.0,06049
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,azul,Lotus,Hectáreas,300.0,06049
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,azul,Panicum,Hectáreas,0.0,06049
2002,"Cuadro 4.17. Buenos Aires. Forrajeras perennes. EAP con límites definidos. Superficie implantada por especie, según partido",buenos aires,azul,Pasto llorón,Hectáreas,0.0,06049
