Censo,Cuadro,Provincia,Departamento,Unidad de registro,Indicador,Valor,Link
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,merlo,Mixta,"Hectárea | 10,1 - 25",86.0,06539
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,merlo,Mixta,"Hectárea | 25,1 - 50",122.0,06539
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,merlo,Mixta,"Hectárea | 50,1 - 100",349.5,06539
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,merlo,Mixta,"Hectárea | 100,1 - 200",178.0,06539
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,merlo,Mixta,"Hectárea | 200,1 - 500",261.0,06539
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,merlo,Mixta,"Hectárea | 500,1 - 1.000",0.0,06539
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,merlo,Mixta,"Hectárea | 1.000,1 - 1.500",0.0,06539
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,merlo,Mixta,"Hectárea | 1.500,1 - 2.000",0.0,06539
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,merlo,Mixta,"Hectárea | 2.000,1 - 2.500",0.0,06539
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,merlo,Mixta,"Hectárea | 2.500,1 - 3.500",0.0,06539
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,merlo,Mixta,"Hectárea | 3.500,1 - 5.000",0.0,06539
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,merlo,Mixta,"Hectárea | 5.000,1 - 7.500",0.0,06539
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,merlo,Mixta,"Hectárea | 7.500,1 - 10.000",0.0,06539
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,merlo,Mixta,"Hectárea | 10.000,1 - 20.000",0.0,06539
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,merlo,Mixta,Hectárea | Más de 20.000,0.0,06539
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,EAP | Total,290.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,EAP | EAP sin límites definidos,0.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,EAP | EAP con límites definidos,290.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,EAP | Hasta 5,3.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"EAP | 5,1 - 10",2.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"EAP | 10,1 - 25",15.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"EAP | 25,1 - 50",31.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"EAP | 50,1 - 100",42.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"EAP | 100,1 - 200",51.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"EAP | 200,1 - 500",75.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"EAP | 500,1 - 1.000",39.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"EAP | 1.000,1 - 1.500",16.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"EAP | 1.500,1 - 2.000",5.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"EAP | 2.000,1 - 2.500",5.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"EAP | 2.500,1 - 3.500",1.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"EAP | 3.500,1 - 5.000",4.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"EAP | 5.000,1 - 7.500",0.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"EAP | 7.500,1 - 10.000",0.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"EAP | 10.000,1 - 20.000",1.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,EAP | Más de 20.000,0.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,Hectárea | Total,140840.5,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,Hectárea | EAP sin límites definidos,-1.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,Hectárea | EAP con límites definidos,140840.5,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,Hectárea | Hasta 5,9.5,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"Hectárea | 5,1 - 10",19.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"Hectárea | 10,1 - 25",263.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"Hectárea | 25,1 - 50",1214.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"Hectárea | 50,1 - 100",3341.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"Hectárea | 100,1 - 200",7542.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"Hectárea | 200,1 - 500",24928.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"Hectárea | 500,1 - 1.000",28674.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"Hectárea | 1.000,1 - 1.500",21261.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"Hectárea | 1.500,1 - 2.000",8375.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"Hectárea | 2.000,1 - 2.500",11188.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"Hectárea | 2.500,1 - 3.500",3087.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"Hectárea | 3.500,1 - 5.000",17189.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"Hectárea | 5.000,1 - 7.500",0.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"Hectárea | 7.500,1 - 10.000",0.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,"Hectárea | 10.000,1 - 20.000",13750.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte,Mixta,Hectárea | Más de 20.000,0.0,06547
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,EAP | Total,4.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,EAP | EAP sin límites definidos,0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,EAP | EAP con límites definidos,4.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,EAP | Hasta 5,0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"EAP | 5,1 - 10",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"EAP | 10,1 - 25",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"EAP | 25,1 - 50",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"EAP | 50,1 - 100",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"EAP | 100,1 - 200",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"EAP | 200,1 - 500",1.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"EAP | 500,1 - 1.000",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"EAP | 1.000,1 - 1.500",2.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"EAP | 1.500,1 - 2.000",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"EAP | 2.000,1 - 2.500",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"EAP | 2.500,1 - 3.500",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"EAP | 3.500,1 - 5.000",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"EAP | 5.000,1 - 7.500",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"EAP | 7.500,1 - 10.000",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"EAP | 10.000,1 - 20.000",1.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,EAP | Más de 20.000,0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,Hectárea | Total,19695.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,Hectárea | EAP sin límites definidos,-1.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,Hectárea | EAP con límites definidos,19695.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,Hectárea | Hasta 5,0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"Hectárea | 5,1 - 10",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"Hectárea | 10,1 - 25",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"Hectárea | 25,1 - 50",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"Hectárea | 50,1 - 100",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"Hectárea | 100,1 - 200",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"Hectárea | 200,1 - 500",220.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"Hectárea | 500,1 - 1.000",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"Hectárea | 1.000,1 - 1.500",2860.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"Hectárea | 1.500,1 - 2.000",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"Hectárea | 2.000,1 - 2.500",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"Hectárea | 2.500,1 - 3.500",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"Hectárea | 3.500,1 - 5.000",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"Hectárea | 5.000,1 - 7.500",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"Hectárea | 7.500,1 - 10.000",0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,"Hectárea | 10.000,1 - 20.000",16615.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,monte hermoso,Mixta,Hectárea | Más de 20.000,0.0,06553
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,EAP | Total,105.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,EAP | EAP sin límites definidos,0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,EAP | EAP con límites definidos,105.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,EAP | Hasta 5,89.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"EAP | 5,1 - 10",11.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"EAP | 10,1 - 25",4.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"EAP | 25,1 - 50",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"EAP | 50,1 - 100",1.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"EAP | 100,1 - 200",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"EAP | 200,1 - 500",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"EAP | 500,1 - 1.000",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"EAP | 1.000,1 - 1.500",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"EAP | 1.500,1 - 2.000",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"EAP | 2.000,1 - 2.500",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"EAP | 2.500,1 - 3.500",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"EAP | 3.500,1 - 5.000",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"EAP | 5.000,1 - 7.500",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"EAP | 7.500,1 - 10.000",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"EAP | 10.000,1 - 20.000",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,EAP | Más de 20.000,0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,Hectárea | Total,397.4,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,Hectárea | EAP sin límites definidos,-1.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,Hectárea | EAP con límites definidos,397.4,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,Hectárea | Hasta 5,203.9,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"Hectárea | 5,1 - 10",91.5,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"Hectárea | 10,1 - 25",50.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"Hectárea | 25,1 - 50",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"Hectárea | 50,1 - 100",52.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"Hectárea | 100,1 - 200",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"Hectárea | 200,1 - 500",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"Hectárea | 500,1 - 1.000",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"Hectárea | 1.000,1 - 1.500",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"Hectárea | 1.500,1 - 2.000",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"Hectárea | 2.000,1 - 2.500",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"Hectárea | 2.500,1 - 3.500",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"Hectárea | 3.500,1 - 5.000",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"Hectárea | 5.000,1 - 7.500",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"Hectárea | 7.500,1 - 10.000",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,"Hectárea | 10.000,1 - 20.000",0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,moreno,Mixta,Hectárea | Más de 20.000,0.0,06560
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,EAP | Total,0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,EAP | EAP sin límites definidos,0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,EAP | EAP con límites definidos,0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,EAP | Hasta 5,0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,"EAP | 5,1 - 10",0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,"EAP | 10,1 - 25",0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,"EAP | 25,1 - 50",0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,"EAP | 50,1 - 100",0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,"EAP | 100,1 - 200",0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,"EAP | 200,1 - 500",0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,"EAP | 500,1 - 1.000",0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,"EAP | 1.000,1 - 1.500",0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,"EAP | 1.500,1 - 2.000",0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,"EAP | 2.000,1 - 2.500",0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,"EAP | 2.500,1 - 3.500",0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,"EAP | 3.500,1 - 5.000",0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,"EAP | 5.000,1 - 7.500",0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,"EAP | 7.500,1 - 10.000",0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,"EAP | 10.000,1 - 20.000",0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,EAP | Más de 20.000,0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,Hectárea | Total,0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,Hectárea | EAP sin límites definidos,-1.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,Hectárea | EAP con límites definidos,0.0,06568
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",buenos aires,morón,Mixta,Hectárea | Hasta 5,0.0,06568
