censo,cuadro,provincia,departamento,link,unidad_de_registro,indicador,valor,escala_total
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Juan Madariaga,06315,Hectáreas,"1.000,1 - 1.500",15902,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Juan Madariaga,06315,Hectáreas,"1.500,1 - 2.000",24071,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Juan Madariaga,06315,Hectáreas,"2.000,1 - 2.500",11069,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Juan Madariaga,06315,Hectáreas,"2.500,1 - 5.000",66993.8,2.500-5.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Juan Madariaga,06315,Hectáreas,"5.000,1 - 7.500",37869,5.000-10.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Juan Madariaga,06315,Hectáreas,"7.500,1 - 10.000",-1,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Juan Madariaga,06315,Hectáreas,"10.000,1 - 20.000",0,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Juan Madariaga,06315,Hectáreas,"20.000,1 y más",-1,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,EAP,Total,364,Total
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,EAP,0 - 5,-1,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,EAP,"5,1 - 10",-1,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,EAP,"10,1 - 25",4,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,EAP,"25,1 - 50",9,25-50
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,EAP,"50,1 - 100",16,50-100
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,EAP,"100,1 - 200",49,100-200
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,EAP,"200,1 - 500",95,200-500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,EAP,"500,1 - 1.000",72,500-1.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,EAP,"1.000,1 - 1.500",36,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,EAP,"1.500,1 - 2.000",28,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,EAP,"2.000,1 - 2.500",12,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,EAP,"2.500,1 - 5.000",22,2.500-5.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,EAP,"5.000,1 - 7.500",13,5.000-10.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,EAP,"7.500,1 - 10.000",4,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,EAP,"10.000,1 - 20.000",-1,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,EAP,"20.000,1 y más",0,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,Hectáreas,Total,410420.2,Total
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,Hectáreas,0 - 5,2,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,Hectáreas,"5,1 - 10",18,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,Hectáreas,"10,1 - 25",56,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,Hectáreas,"25,1 - 50",364,25-50
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,Hectáreas,"50,1 - 100",1146,50-100
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,Hectáreas,"100,1 - 200",7370,100-200
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,Hectáreas,"200,1 - 500",32657.4,200-500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,Hectáreas,"500,1 - 1.000",49944.8,500-1.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,Hectáreas,"1.000,1 - 1.500",43798,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,Hectáreas,"1.500,1 - 2.000",48499,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,Hectáreas,"2.000,1 - 2.500",25986,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,Hectáreas,"2.500,1 - 5.000",75058,2.500-5.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,Hectáreas,"5.000,1 - 7.500",78131,5.000-10.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,Hectáreas,"7.500,1 - 10.000",34146,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,Hectáreas,"10.000,1 - 20.000",-1,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General La Madrid,06322,Hectáreas,"20.000,1 y más",0,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,EAP,Total,216,Total
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,EAP,0 - 5,-1,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,EAP,"5,1 - 10",5,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,EAP,"10,1 - 25",13,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,EAP,"25,1 - 50",9,25-50
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,EAP,"50,1 - 100",50,50-100
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,EAP,"100,1 - 200",51,100-200
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,EAP,"200,1 - 500",61,200-500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,EAP,"500,1 - 1.000",15,500-1.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,EAP,"1.000,1 - 1.500",10,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,EAP,"1.500,1 - 2.000",0,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,EAP,"2.000,1 - 2.500",0,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,EAP,"2.500,1 - 5.000",0,2.500-5.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,EAP,"5.000,1 - 7.500",0,5.000-10.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,EAP,"7.500,1 - 10.000",0,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,EAP,"10.000,1 - 20.000",0,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,EAP,"20.000,1 y más",0,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,Hectáreas,Total,53219,Total
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,Hectáreas,0 - 5,6.1,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,Hectáreas,"5,1 - 10",39,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,Hectáreas,"10,1 - 25",237.5,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,Hectáreas,"25,1 - 50",373,25-50
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,Hectáreas,"50,1 - 100",3695.9,50-100
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,Hectáreas,"100,1 - 200",7608.5,100-200
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,Hectáreas,"200,1 - 500",19650,200-500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,Hectáreas,"500,1 - 1.000",9313,500-1.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,Hectáreas,"1.000,1 - 1.500",12296,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,Hectáreas,"1.500,1 - 2.000",0,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,Hectáreas,"2.000,1 - 2.500",0,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,Hectáreas,"2.500,1 - 5.000",0,2.500-5.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,Hectáreas,"5.000,1 - 7.500",0,5.000-10.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,Hectáreas,"7.500,1 - 10.000",0,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,Hectáreas,"10.000,1 - 20.000",0,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Las Heras,06329,Hectáreas,"20.000,1 y más",0,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,EAP,Total,229,Total
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,EAP,0 - 5,7,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,EAP,"5,1 - 10",-1,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,EAP,"10,1 - 25",5,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,EAP,"25,1 - 50",5,25-50
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,EAP,"50,1 - 100",14,50-100
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,EAP,"100,1 - 200",28,100-200
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,EAP,"200,1 - 500",62,200-500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,EAP,"500,1 - 1.000",36,500-1.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,EAP,"1.000,1 - 1.500",22,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,EAP,"1.500,1 - 2.000",16,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,EAP,"2.000,1 - 2.500",14,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,EAP,"2.500,1 - 5.000",10,2.500-5.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,EAP,"5.000,1 - 7.500",6,5.000-10.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,EAP,"7.500,1 - 10.000",-1,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,EAP,"10.000,1 - 20.000",-1,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,EAP,"20.000,1 y más",0,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,Hectáreas,Total,232955.2,Total
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,Hectáreas,0 - 5,12,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,Hectáreas,"5,1 - 10",-1,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,Hectáreas,"10,1 - 25",100,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,Hectáreas,"25,1 - 50",189,25-50
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,Hectáreas,"50,1 - 100",1154,50-100
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,Hectáreas,"100,1 - 200",4023,100-200
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,Hectáreas,"200,1 - 500",22225.1,200-500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,Hectáreas,"500,1 - 1.000",26096,500-1.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,Hectáreas,"1.000,1 - 1.500",26882,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,Hectáreas,"1.500,1 - 2.000",26762,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,Hectáreas,"2.000,1 - 2.500",31783,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,Hectáreas,"2.500,1 - 5.000",32311.8,2.500-5.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,Hectáreas,"5.000,1 - 7.500",37572,5.000-10.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,Hectáreas,"7.500,1 - 10.000",-1,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,Hectáreas,"10.000,1 - 20.000",-1,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Lavalle,06336,Hectáreas,"20.000,1 y más",0,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,EAP,Total,297,Total
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,EAP,0 - 5,3,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,EAP,"5,1 - 10",9,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,EAP,"10,1 - 25",13,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,EAP,"25,1 - 50",28,25-50
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,EAP,"50,1 - 100",62,50-100
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,EAP,"100,1 - 200",72,100-200
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,EAP,"200,1 - 500",73,200-500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,EAP,"500,1 - 1.000",29,500-1.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,EAP,"1.000,1 - 1.500",4,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,EAP,"1.500,1 - 2.000",-1,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,EAP,"2.000,1 - 2.500",0,1.000-2.500
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,EAP,"2.500,1 - 5.000",-1,2.500-5.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,EAP,"5.000,1 - 7.500",0,5.000-10.000
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,EAP,"7.500,1 - 10.000",0,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,EAP,"10.000,1 - 20.000",0,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,EAP,"20.000,1 y más",0,10.000 y más
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,Hectáreas,Total,74290.5,Total
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,Hectáreas,0 - 5,8,0-25
2018,"Explotaciones agropecuarias con límites definidos y mixtas por escala de extensión, según partido, en unidades y hectáreas. Al 31 de diciembre de 2017",Buenos Aires,General Paz,06343,Hectáreas,"5,1 - 10",77,0-25
