link,depto,unidad,total,agro_asal_todo,agro_asal_parte,agro_tcp,agro_patron,no_agro_asal_todo,no_agro_asal_parte,no_agro_tcp,no_agro_patron,sd
50084,Rivadavia,EAP,332,31,7,67,5,102,3,107,9,1
50084,Rivadavia,Personas,337,33,7,68,5,103,3,108,9,1
50091,San Carlos,EAP,401,36,28,81,4,109,11,124,4,4
50091,San Carlos,Personas,405,37,28,82,4,111,11,124,4,4
50098,San Martín,EAP,739,58,16,121,7,213,23,282,9,10
50098,San Martín,Personas,744,58,16,121,7,216,23,284,9,10
50105,San Rafael,EAP,1815,152,93,259,30,569,59,580,51,22
50105,San Rafael,Personas,1818,152,93,260,30,569,59,582,51,22
50112,Santa Rosa,EAP,237,15,4,28,0,71,12,105,1,1
50112,Santa Rosa,Personas,241,15,4,28,0,71,12,109,1,1
50119,Tunuyán,EAP,264,25,13,43,7,61,9,96,6,4
50119,Tunuyán,Personas,265,25,13,43,7,61,9,97,6,4
50126,Tupungato,EAP,122,9,1,17,1,56,4,30,0,4
50126,Tupungato,Personas,124,9,1,18,1,56,4,31,0,4
54007,Apóstoles,EAP,208,29,11,27,3,82,7,46,2,1
54007,Apóstoles,Personas,208,29,11,27,3,82,7,46,2,1
54014,Cainguás,EAP,271,14,15,58,54,52,8,56,10,4
54014,Cainguás,Personas,271,14,15,58,54,52,8,56,10,4
54021,Candelaria,EAP,19,1,2,2,0,6,1,6,1,0
54021,Candelaria,Personas,19,1,2,2,0,6,1,6,1,0
54028,Capital,EAP,11,2,1,1,0,4,0,1,1,1
54028,Capital,Personas,11,2,1,1,0,4,0,1,1,1
54035,Concepción,EAP,88,10,2,5,0,35,1,35,0,0
54035,Concepción,Personas,88,10,2,5,0,35,1,35,0,0
54042,Eldorado,EAP,263,28,9,29,4,58,11,116,7,1
54042,Eldorado,Personas,263,28,9,29,4,58,11,116,7,1
54049,General Manuel Belgrano,EAP,235,17,12,59,3,59,3,75,3,4
54049,General Manuel Belgrano,Personas,235,17,12,59,3,59,3,75,3,4
54056,Guaraní,EAP,245,16,43,63,9,34,10,55,4,11
54056,Guaraní,Personas,245,16,43,63,9,34,10,55,4,11
54063,Iguazú,EAP,97,13,1,8,2,42,1,27,2,1
54063,Iguazú,Personas,98,13,1,9,2,42,1,27,2,1
54070,Leandro N. Alem,EAP,350,39,21,46,6,137,17,71,8,5
54070,Leandro N. Alem,Personas,351,39,21,46,6,137,17,72,8,5
54077,Libertador General San Martín,EAP,273,19,7,49,10,72,12,85,13,6
54077,Libertador General San Martín,Personas,273,19,7,49,10,72,12,85,13,6
54084,Montecarlo,EAP,208,20,1,38,3,52,0,86,3,5
54084,Montecarlo,Personas,209,20,1,38,3,53,0,86,3,5
54091,Oberá,EAP,600,41,40,137,16,149,32,163,11,11
54091,Oberá,Personas,602,41,40,137,16,149,32,165,11,11
54098,San Ignacio,EAP,262,27,23,43,5,67,8,84,2,3
54098,San Ignacio,Personas,262,27,23,43,5,67,8,84,2,3
54105,San Javier,EAP,152,22,4,34,2,45,6,31,8,0
54105,San Javier,Personas,152,22,4,34,2,45,6,31,8,0
54112,San Pedro,EAP,297,23,78,73,4,46,3,62,4,4
54112,San Pedro,Personas,298,23,78,74,4,46,3,62,4,4
54119,25 de mayo,EAP,144,12,6,24,1,47,6,42,1,5
54119,25 de mayo,Personas,145,12,6,25,1,47,6,42,1,5
58007,Aluminé,EAP,125,16,2,13,1,62,2,28,1,0
58007,Aluminé,Personas,125,16,2,13,1,62,2,28,1,0
58014,Añelo,EAP,97,6,9,7,1,49,13,9,1,2
58014,Añelo,Personas,98,6,9,7,1,50,13,9,1,2
58021,Catán Lil,EAP,38,2,2,2,0,28,0,3,0,1
58021,Catán Lil,Personas,38,2,2,2,0,28,0,3,0,1
58042,Chos  Malal,EAP,76,9,0,12,2,27,0,23,0,3
58042,Chos  Malal,Personas,77,9,0,12,2,28,0,23,0,3
58028,Collón Curá,EAP,17,6,1,0,0,8,0,2,0,0
58028,Collón Curá,Personas,17,6,1,0,0,8,0,2,0,0
58035,Confluencia,EAP,145,21,8,11,2,74,6,17,4,2
58035,Confluencia,Personas,148,21,8,11,2,77,6,17,4,2
58049,Huiliches,EAP,14,3,3,0,0,6,1,1,0,0
58049,Huiliches,Personas,14,3,3,0,0,6,1,1,0,0
58056,Lácar,EAP,5,1,0,0,0,2,1,1,0,0
58056,Lácar,Personas,5,1,0,0,0,2,1,1,0,0
58063,Loncopué,EAP,79,4,2,7,1,13,2,2,0,48
58063,Loncopué,Personas,79,4,2,7,1,13,2,2,0,48
58070,Los Lagos,EAP,14,1,1,0,1,6,0,3,2,0
58070,Los Lagos,Personas,14,1,1,0,1,6,0,3,2,0
58077,Minas,EAP,91,23,6,4,0,47,0,11,0,0
58077,Minas,Personas,94,23,6,4,0,50,0,11,0,0
58084,Ñorquín,EAP,40,5,3,3,0,23,2,3,0,1
58084,Ñorquín,Personas,41,5,3,3,0,24,2,3,0,1
58091,Pehuenches,EAP,29,2,0,1,1,19,3,2,0,1
58091,Pehuenches,Personas,29,2,0,1,1,19,3,2,0,1
58098,Picún Leufú,EAP,75,16,2,9,0,33,2,13,0,0
58098,Picún Leufú,Personas,75,16,2,9,0,33,2,13,0,0
58105,Picunches,EAP,70,3,0,4,1,47,2,10,2,1
58105,Picunches,Personas,70,3,0,4,1,47,2,10,2,1
58112,Zapala,EAP,80,0,2,8,1,42,4,22,0,1
58112,Zapala,Personas,80,0,2,8,1,42,4,22,0,1
62007,Adolfo Alsina,EAP,215,44,7,36,2,73,2,46,2,3
62007,Adolfo Alsina,Personas,219,44,7,36,2,74,2,49,2,3
62014,Avellaneda,EAP,420,32,23,147,1,96,12,105,2,2
62014,Avellaneda,Personas,422,32,23,147,1,96,12,107,2,2
62021,Bariloche,EAP,86,6,1,24,0,19,4,29,1,2
62021,Bariloche,Personas,91,6,1,25,0,19,4,33,1,2
62028,Conesa,EAP,178,9,5,46,2,47,2,63,2,2
62028,Conesa,Personas,181,9,5,46,2,48,2,65,2,2
62035,El Cuy,EAP,35,9,1,4,2,6,0,12,0,1
62035,El Cuy,Personas,35,9,1,4,2,6,0,12,0,1
62042,General Roca,EAP,652,76,15,113,24,185,7,211,18,3
62042,General Roca,Personas,667,76,15,114,24,192,7,218,18,3
62049,9 de julio,EAP,53,2,0,9,0,20,0,22,0,0
62049,9 de julio,Personas,55,2,0,9,0,21,0,23,0,0
62056,Ñorquinco,EAP,39,5,2,9,2,7,2,12,0,0
62056,Ñorquinco,Personas,41,5,2,9,2,7,2,14,0,0
62063,Pichi Mahuida,EAP,289,28,8,65,19,65,4,78,19,3
62063,Pichi Mahuida,Personas,293,28,8,66,19,67,4,79,19,3
62070,Pilcaniyeu,EAP,99,5,9,9,3,47,3,19,4,0
62070,Pilcaniyeu,Personas,101,5,9,9,3,47,3,21,4,0
62077,San Antonio,EAP,32,0,1,3,0,12,1,12,3,0
62077,San Antonio,Personas,32,0,1,3,0,12,1,12,3,0
62084,Valcheta,EAP,57,3,7,3,1,31,3,7,2,0
62084,Valcheta,Personas,57,3,7,3,1,31,3,7,2,0
62091,25 de mayo,EAP,108,8,3,15,0,36,4,38,1,3
62091,25 de mayo,Personas,116,8,3,15,0,43,4,39,1,3
66007,Anta,EAP,77,10,10,24,0,13,5,14,0,1
66007,Anta,Personas,77,10,10,24,0,13,5,14,0,1
66014,Cachi,EAP,17,1,5,1,0,5,1,2,0,2
66014,Cachi,Personas,17,1,5,1,0,5,1,2,0,2
66021,Cafayate,EAP,25,5,3,3,0,9,0,4,0,1
66021,Cafayate,Personas,25,5,3,3,0,9,0,4,0,1
66028,Capital,EAP,12,1,2,4,0,1,0,4,0,0
66028,Capital,Personas,13,1,3,4,0,1,0,4,0,0
66035,Cerrillos,EAP,34,3,1,5,0,11,0,12,1,1
66035,Cerrillos,Personas,36,3,3,5,0,11,0,12,1,1
66042,Chicoana,EAP,54,1,1,7,4,15,6,19,0,1
66042,Chicoana,Personas,54,1,1,7,4,15,6,19,0,1
66049,General Güemes,EAP,41,1,9,8,0,4,3,15,1,0
66049,General Güemes,Personas,41,1,9,8,0,4,3,15,1,0
66056,General José de San Martín,EAP,89,10,1,9,3,22,11,32,1,0
66056,General José de San Martín,Personas,89,10,1,9,3,22,11,32,1,0
66063,Guachipas,EAP,90,5,6,20,0,27,10,22,0,0
66063,Guachipas,Personas,92,5,6,22,0,27,10,22,0,0
66070,Iruya,EAP,89,0,3,36,0,33,2,13,0,2
66070,Iruya,Personas,89,0,3,36,0,33,2,13,0,2
66077,La Caldera,EAP,39,2,12,7,0,6,3,8,0,1
66077,La Caldera,Personas,39,2,12,7,0,6,3,8,0,1
66084,La Candelaria,EAP,33,0,2,13,0,4,2,11,1,0
66084,La Candelaria,Personas,33,0,2,13,0,4,2,11,1,0
66091,La Poma,EAP,72,1,2,26,0,15,0,27,0,1
66091,La Poma,Personas,72,1,2,26,0,15,0,27,0,1
66098,La Viña,EAP,118,18,4,9,0,41,3,38,2,3
66098,La Viña,Personas,118,18,4,9,0,41,3,38,2,3
66105,Los Andes,EAP,2,0,0,0,0,1,0,1,0,0
66105,Los Andes,Personas,2,0,0,0,0,1,0,1,0,0
66112,Metán,EAP,29,2,3,8,0,6,2,7,1,0
66112,Metán,Personas,29,2,3,8,0,6,2,7,1,0
66119,Molinos,EAP,123,2,6,21,1,23,14,53,1,2
66119,Molinos,Personas,123,2,6,21,1,23,14,53,1,2
66126,Orán,EAP,29,3,6,2,0,10,0,8,0,0
66126,Orán,Personas,32,3,6,2,0,11,0,10,0,0
66133,Rivadavia,EAP,56,2,2,15,1,13,3,19,1,0
66133,Rivadavia,Personas,58,2,2,16,1,14,3,19,1,0
66140,Rosario de la Frontera,EAP,81,3,12,19,1,26,1,16,3,0
66140,Rosario de la Frontera,Personas,81,3,12,19,1,26,1,16,3,0
66147,Rosario de Lerma,EAP,24,2,0,2,0,8,0,9,3,0
66147,Rosario de Lerma,Personas,24,2,0,2,0,8,0,9,3,0
66154,San Carlos,EAP,50,6,4,5,2,17,2,12,0,2
66154,San Carlos,Personas,50,6,4,5,2,17,2,12,0,2
66161,Santa Victoria,EAP,224,7,0,105,0,39,1,71,0,1
66161,Santa Victoria,Personas,224,7,0,105,0,39,1,71,0,1
70007,Albardón,EAP,119,15,7,17,0,43,2,34,1,0
70007,Albardón,Personas,119,15,7,17,0,43,2,34,1,0
70014,Angaco,EAP,108,21,5,11,0,34,1,34,2,0
70014,Angaco,Personas,110,21,5,11,0,34,1,36,2,0
70021,Calingasta,EAP,171,19,8,22,1,56,14,45,6,0
70021,Calingasta,Personas,174,19,9,22,1,57,14,46,6,0
70028,Capital,EAP,0,0,0,0,0,0,0,0,0,0
70028,Capital,Personas,0,0,0,0,0,0,0,0,0,0
70035,Caucete,EAP,166,20,13,21,0,49,7,47,6,3
70035,Caucete,Personas,174,20,13,21,0,57,7,47,6,3
70042,Chimbas,EAP,70,3,1,7,1,25,0,32,1,0
70042,Chimbas,Personas,71,3,1,7,1,25,0,33,1,0
70049,Iglesia,EAP,54,5,1,1,0,32,2,13,0,0
70049,Iglesia,Personas,54,5,1,1,0,32,2,13,0,0
70056,Jáchal,EAP,156,13,6,26,0,65,13,32,1,0
70056,Jáchal,Personas,159,14,6,26,0,67,13,32,1,0
70063,9 de julio,EAP,56,8,0,7,1,15,1,16,8,0
70063,9 de julio,Personas,58,8,0,7,1,15,1,18,8,0
70070,Pocito,EAP,141,9,2,14,2,42,0,71,1,0
70070,Pocito,Personas,141,9,2,14,2,42,0,71,1,0
70077,Rawson,EAP,106,11,4,14,0,40,2,33,1,1
70077,Rawson,Personas,106,11,4,14,0,40,2,33,1,1
70084,Rivadavia,EAP,33,0,0,8,0,10,0,15,0,0
70084,Rivadavia,Personas,33,0,0,8,0,10,0,15,0,0
70091,San Martín,EAP,128,24,19,11,2,42,4,23,1,2
70091,San Martín,Personas,129,24,19,11,2,43,4,23,1,2
70098,Santa Lucía,EAP,59,7,2,6,2,26,1,14,1,0
70098,Santa Lucía,Personas,60,7,2,6,2,27,1,14,1,0
70105,Sarmiento,EAP,133,22,2,29,0,44,4,32,0,0
70105,Sarmiento,Personas,136,22,2,30,0,46,4,32,0,0
70112,Ullum,EAP,32,5,1,2,0,15,2,5,2,0
70112,Ullum,Personas,32,5,1,2,0,15,2,5,2,0
70119,Valle Fértil,EAP,90,6,0,8,0,49,3,24,0,0
70119,Valle Fértil,Personas,94,6,0,8,0,52,3,25,0,0
70126,25 de mayo,EAP,117,9,8,16,1,47,1,34,1,0
70126,25 de mayo,Personas,122,10,8,16,1,49,1,36,1,0
70133,Zonda,EAP,39,4,0,2,0,23,1,9,0,0
70133,Zonda,Personas,39,4,0,2,0,23,1,9,0,0
74007,Ayacucho,EAP,85,8,0,17,2,34,2,19,3,0
74007,Ayacucho,Personas,91,8,0,17,2,37,2,22,3,0
74014,Belgrano,EAP,141,10,3,10,2,68,2,42,4,0
74014,Belgrano,Personas,146,10,3,10,2,73,2,42,4,0
74028,Chacabuco,EAP,117,19,10,8,3,64,2,8,3,0
74028,Chacabuco,Personas,118,19,10,8,3,65,2,8,3,0
74021,Coronel Pringles,EAP,213,7,0,16,2,132,2,51,1,2
74021,Coronel Pringles,Personas,213,7,0,16,2,132,2,51,1,2
74035,General Pedernera,EAP,119,25,6,39,3,18,1,22,3,2
74035,General Pedernera,Personas,121,25,7,40,3,18,1,22,3,2
74042,Gobernador Dupuy,EAP,87,8,2,37,4,23,0,12,1,0
74042,Gobernador Dupuy,Personas,87,8,2,37,4,23,0,12,1,0
74056,Juan Martín de Pueyrredón,EAP,86,10,4,19,1,26,3,19,4,0
74056,Juan Martín de Pueyrredón,Personas,86,10,4,19,1,26,3,19,4,0
74049,Junín,EAP,65,6,4,13,4,18,0,16,4,0
74049,Junín,Personas,65,6,4,13,4,18,0,16,4,0
74063,Libertador General San Martín,EAP,222,16,19,7,1,126,31,18,0,4
74063,Libertador General San Martín,Personas,224,16,19,7,1,128,31,18,0,4
78007,Corpen Aike,EAP,26,7,0,5,0,9,0,4,1,0
78007,Corpen Aike,Personas,26,7,0,5,0,9,0,4,1,0
78014,Deseado,EAP,92,5,0,11,1,24,1,49,1,0
78014,Deseado,Personas,93,5,0,11,1,25,1,49,1,0
78021,Güer Aike,EAP,16,3,0,2,0,9,0,2,0,0
78021,Güer Aike,Personas,16,3,0,2,0,9,0,2,0,0
78028,Lago Argentino,EAP,22,8,0,1,0,6,1,3,0,3
78028,Lago Argentino,Personas,22,8,0,1,0,6,1,3,0,3
78035,Lago Buenos Aires,EAP,72,16,0,4,2,30,0,18,2,0
78035,Lago Buenos Aires,Personas,75,16,0,4,2,33,0,18,2,0
78042,Magallanes,EAP,12,1,0,0,0,5,1,5,0,0
78042,Magallanes,Personas,12,1,0,0,0,5,1,5,0,0
78049,Río Chico,EAP,45,3,2,9,7,14,0,10,0,0
78049,Río Chico,Personas,51,3,2,9,7,18,0,12,0,0
82007,Belgrano,EAP,195,13,11,91,4,19,2,47,7,1
82007,Belgrano,Personas,209,13,11,100,4,22,2,49,7,1
82014,Caseros,EAP,220,21,13,71,11,47,3,44,5,5
82014,Caseros,Personas,220,21,13,71,11,47,3,44,5,5
82021,Castellanos,EAP,258,48,4,85,2,61,3,49,2,4
82021,Castellanos,Personas,261,48,4,88,2,61,3,49,2,4
82028,Constitución,EAP,254,16,2,110,11,41,3,66,4,1
82028,Constitución,Personas,256,16,2,110,11,41,3,68,4,1
82035,Garay,EAP,176,20,0,23,1,80,1,51,0,0
82035,Garay,Personas,180,20,0,23,1,84,1,51,0,0
82042,General López,EAP,424,53,10,165,28,73,4,74,11,6
82042,General López,Personas,428,55,10,166,28,73,4,75,11,6
82049,General Obligado,EAP,495,71,17,92,7,172,12,119,3,2
82049,General Obligado,Personas,508,72,17,97,7,177,12,121,3,2
82056,Iriondo,EAP,269,26,8,105,17,49,4,53,7,0
82056,Iriondo,Personas,275,26,8,107,17,52,4,54,7,0
82063,La Capital,EAP,106,8,3,29,2,22,4,36,2,0
82063,La Capital,Personas,109,8,3,32,2,22,4,36,2,0
82070,Las Colonias,EAP,280,33,3,86,7,66,4,73,1,7
82070,Las Colonias,Personas,294,34,3,89,7,74,4,75,1,7
82077,9 de julio,EAP,267,48,7,65,2,82,4,53,5,1
82077,9 de julio,Personas,269,48,7,66,2,82,4,54,5,1
82084,Rosario,EAP,130,8,4,47,4,17,5,40,1,4
82084,Rosario,Personas,130,8,4,47,4,17,5,40,1,4
82091,San Cristóbal,EAP,287,28,7,97,2,76,2,71,1,3
82091,San Cristóbal,Personas,290,29,7,99,2,76,2,71,1,3
82098,San Javier,EAP,304,25,0,159,1,63,4,48,2,2
82098,San Javier,Personas,304,25,0,159,1,63,4,48,2,2
82105,San Jerónimo,EAP,168,17,4,60,4,30,0,47,5,1
82105,San Jerónimo,Personas,174,17,4,64,4,31,0,47,5,2
82112,San Justo,EAP,159,19,1,39,3,32,2,54,2,7
82112,San Justo,Personas,159,19,1,39,3,32,2,54,2,7
82119,San Lorenzo,EAP,136,15,1,32,5,25,3,48,5,2
82119,San Lorenzo,Personas,141,16,1,32,5,26,3,49,5,4
82126,San Martín,EAP,254,17,5,99,6,45,3,79,0,0
82126,San Martín,Personas,267,19,5,105,6,47,3,82,0,0
82133,Vera,EAP,242,23,3,58,8,69,8,67,5,1
82133,Vera,Personas,245,23,3,58,8,72,8,67,5,1
86007,Aguirre,EAP,19,3,0,4,0,7,1,4,0,0
86007,Aguirre,Personas,19,3,0,4,0,7,1,4,0,0
86014,Alberdi,EAP,87,5,2,13,18,9,9,5,0,26
86014,Alberdi,Personas,87,5,2,13,18,9,9,5,0,26
86021,Atamisqui,EAP,49,3,12,8,1,8,4,11,1,1
86021,Atamisqui,Personas,49,3,12,8,1,8,4,11,1,1
86028,Avellaneda,EAP,199,9,102,56,0,13,4,12,0,3
86028,Avellaneda,Personas,199,9,102,56,0,13,4,12,0,3
86035,Banda,EAP,49,9,4,11,1,11,1,10,1,1
86035,Banda,Personas,49,9,4,11,1,11,1,10,1,1
86042,Belgrano,EAP,24,3,4,12,0,3,0,2,0,0
86042,Belgrano,Personas,24,3,4,12,0,3,0,2,0,0
86049,Capital,EAP,103,10,3,9,2,21,7,47,0,4
86049,Capital,Personas,104,10,3,9,2,21,7,47,0,5
86063,Choya,EAP,57,7,0,2,0,34,5,7,1,1
86063,Choya,Personas,57,7,0,2,0,34,5,7,1,1
86056,Copo,EAP,161,3,8,67,2,12,5,54,0,10
86056,Copo,Personas,163,3,8,67,2,13,5,55,0,10
86070,Figueroa,EAP,75,8,2,11,0,27,9,14,1,3
86070,Figueroa,Personas,75,8,2,11,0,27,9,14,1,3
86077,General Taboada,EAP,161,8,13,50,9,22,4,54,0,1
86077,General Taboada,Personas,170,8,13,54,9,23,4,58,0,1
86084,Guasayán,EAP,22,1,0,6,2,5,1,6,0,1
86084,Guasayán,Personas,23,1,0,7,2,5,1,6,0,1
86091,Jiménez,EAP,23,1,2,3,3,5,2,3,0,4
86091,Jiménez,Personas,23,1,2,3,3,5,2,3,0,4
86098,Juan Felipe Ibarra,EAP,52,8,5,13,0,10,3,10,1,2
86098,Juan Felipe Ibarra,Personas,52,8,5,13,0,10,3,10,1,2
86105,Loreto,EAP,90,2,51,6,0,10,10,10,0,1
86105,Loreto,Personas,90,2,51,6,0,10,10,10,0,1
86112,Mitre,EAP,36,15,0,9,0,7,0,5,0,0
86112,Mitre,Personas,36,15,0,9,0,7,0,5,0,0
86119,Moreno,EAP,98,9,4,47,4,15,3,15,1,0
86119,Moreno,Personas,98,9,4,47,4,15,3,15,1,0
86126,Ojo de Agua,EAP,124,8,25,27,0,17,2,43,1,1
86126,Ojo de Agua,Personas,124,8,25,27,0,17,2,43,1,1
86133,Pellegrini,EAP,295,10,87,69,3,40,18,65,2,1
86133,Pellegrini,Personas,295,10,87,69,3,40,18,65,2,1
86140,Quebrachos,EAP,106,10,64,7,1,10,3,8,2,1
86140,Quebrachos,Personas,107,10,65,7,1,10,3,8,2,1
86147,Río Hondo,EAP,126,9,6,34,1,23,6,45,0,2
86147,Río Hondo,Personas,126,9,6,34,1,23,6,45,0,2
86154,Rivadavia,EAP,17,1,1,7,1,4,1,2,0,0
86154,Rivadavia,Personas,17,1,1,7,1,4,1,2,0,0
86161,Robles,EAP,58,14,2,14,4,10,2,7,1,4
86161,Robles,Personas,58,14,2,14,4,10,2,7,1,4
86168,Salavina,EAP,255,4,171,37,0,11,5,16,0,11
86168,Salavina,Personas,256,4,171,38,0,11,5,16,0,11
86175,San Martín,EAP,47,4,22,3,0,7,5,5,1,0
86175,San Martín,Personas,47,4,22,3,0,7,5,5,1,0
86182,Sarmiento,EAP,1,1,0,0,0,0,0,0,0,0
86182,Sarmiento,Personas,1,1,0,0,0,0,0,0,0,0
86189,Silípica,EAP,45,6,10,10,0,5,1,13,0,0
86189,Silípica,Personas,45,6,10,10,0,5,1,13,0,0
94008,Río Grande,EAP,34,2,0,2,0,18,1,7,4,0
94008,Río Grande,Personas,34,2,0,2,0,18,1,7,4,0
94011,Tolhuin,EAP,12,2,0,0,0,3,0,1,6,0
94011,Tolhuin,Personas,12,2,0,0,0,3,0,1,6,0
94015,Ushuaia,EAP,2,0,0,0,0,0,0,1,1,0
94015,Ushuaia,Personas,2,0,0,0,0,0,0,1,1,0
90007,Burruyacú,EAP,55,5,0,15,2,11,1,17,4,0
90007,Burruyacú,Personas,55,5,0,15,2,11,1,17,4,0
90084,Capital,EAP,0,0,0,0,0,0,0,0,0,0
90084,Capital,Personas,0,0,0,0,0,0,0,0,0,0
90021,Chicligasta,EAP,41,2,4,6,0,12,0,15,0,2
90021,Chicligasta,Personas,41,2,4,6,0,12,0,15,0,2
90014,Cruz Alta,EAP,40,2,2,9,0,18,1,7,0,1
90014,Cruz Alta,Personas,40,2,2,9,0,18,1,7,0,1
90028,Famaillá,EAP,72,18,8,16,0,11,7,12,0,0
90028,Famaillá,Personas,72,18,8,16,0,11,7,12,0,0
90035,Graneros,EAP,38,3,4,10,1,11,0,9,0,0
90035,Graneros,Personas,40,3,6,10,1,11,0,9,0,0
90042,Juan Bautista Alberdi,EAP,44,2,6,4,0,18,2,11,0,1
90042,Juan Bautista Alberdi,Personas,44,2,6,4,0,18,2,11,0,1
90049,La Cocha,EAP,74,10,23,10,0,16,2,13,0,0
90049,La Cocha,Personas,75,10,23,10,0,17,2,13,0,0
90056,Leales,EAP,132,16,8,30,3,47,7,19,0,2
90056,Leales,Personas,132,16,8,30,3,47,7,19,0,2
90063,Lules,EAP,10,0,1,2,0,4,0,2,0,1
90063,Lules,Personas,10,0,1,2,0,4,0,2,0,1
90070,Monteros,EAP,66,7,18,6,0,19,5,9,2,0
90070,Monteros,Personas,66,7,18,6,0,19,5,9,2,0
90077,Río Chico,EAP,15,0,0,6,0,4,0,5,0,0
90077,Río Chico,Personas,15,0,0,6,0,4,0,5,0,0
90091,Simoca,EAP,137,4,18,14,0,65,13,21,2,0
90091,Simoca,Personas,137,4,18,14,0,65,13,21,2,0
90098,Tafí del Valle,EAP,185,22,1,29,0,69,5,58,0,1
90098,Tafí del Valle,Personas,196,22,1,39,0,70,5,58,0,1
90105,Tafí Viejo,EAP,21,0,2,7,2,3,0,7,0,0
90105,Tafí Viejo,Personas,23,0,2,7,2,5,0,7,0,0
90112,Trancas,EAP,41,7,0,6,2,13,2,8,2,1
90112,Trancas,Personas,43,7,0,6,2,15,2,8,2,1
90119,Yerba Buena,EAP,1,0,0,0,0,0,0,1,0,0
90119,Yerba Buena,Personas,1,0,0,0,0,0,0,1,0,0
