censo,cuadro,link,provincia,departamento,unidad_de_registro,indicador,valor,escala_total
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,EAP,"5,1 - 10",32,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,EAP,"10,1 - 25",13,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,EAP,"25,1 - 50",2,25-50
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,EAP,"50,1 - 100",1,50-100
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,EAP,"100,1 - 200",5,100-200
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,EAP,"200,1 - 500",1,200-500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,EAP,"500,1 - 1.000",0,500-1000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,EAP,"1.000,1 - 1.500",1,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,EAP,"1.500,1 - 2.000",0,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,EAP,"2.000,1 - 2.500",0,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,EAP,"2.500,1 - 3.500",0,2.500-5.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,EAP,"3.500,1 - 5.000",0,2.500-5.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,EAP,"5.000,1 - 7.500",0,5.000-10.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,EAP,"7.500,1 - 10.000",0,5.000-10.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,EAP,"10.000,1 - 20.000",0,10.000 y más
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,EAP,Más de 20.000,0,10.000 y más
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,Hectárea,Tot-l,2873,NA
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,Hectárea,EAP sin límites definidos,-1,EAP sin límites definidos
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,Hectárea,0 - 5,224.6,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,Hectárea,"5,1 - 10",242.1,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,Hectárea,"10,1 - 25",192,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,Hectárea,"25,1 - 50",95,25-50
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,Hectárea,"50,1 - 100",58,50-100
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,Hectárea,"100,1 - 200",647.3,100-200
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,Hectárea,"200,1 - 500",240,200-500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,Hectárea,"500,1 - 1.000",0,500-1000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,Hectárea,"1.000,1 - 1.500",1174,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,Hectárea,"1.500,1 - 2.000",0,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,Hectárea,"2.000,1 - 2.500",0,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,Hectárea,"2.500,1 - 3.500",0,2.500-5.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,Hectárea,"3.500,1 - 5.000",0,2.500-5.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,Hectárea,"5.000,1 - 7.500",0,5.000-10.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,Hectárea,"7.500,1 - 10.000",0,5.000-10.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,Hectárea,"10.000,1 - 20.000",0,10.000 y más
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06252,buenos aires,escobar,Hectárea,Más de 20.000,0,10.000 y más
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,EAP,Tot-l,8,NA
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,EAP,EAP sin límites definidos,0,EAP sin límites definidos
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,EAP,0 - 5,4,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,EAP,"5,1 - 10",1,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,EAP,"10,1 - 25",0,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,EAP,"25,1 - 50",0,25-50
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,EAP,"50,1 - 100",1,50-100
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,EAP,"100,1 - 200",1,100-200
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,EAP,"200,1 - 500",1,200-500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,EAP,"500,1 - 1.000",0,500-1000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,EAP,"1.000,1 - 1.500",0,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,EAP,"1.500,1 - 2.000",0,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,EAP,"2.000,1 - 2.500",0,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,EAP,"2.500,1 - 3.500",0,2.500-5.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,EAP,"3.500,1 - 5.000",0,2.500-5.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,EAP,"5.000,1 - 7.500",0,5.000-10.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,EAP,"7.500,1 - 10.000",0,5.000-10.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,EAP,"10.000,1 - 20.000",0,10.000 y más
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,EAP,Más de 20.000,0,10.000 y más
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,Hectárea,Tot-l,467.2,NA
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,Hectárea,EAP sin límites definidos,-1,EAP sin límites definidos
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,Hectárea,0 - 5,11.2,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,Hectárea,"5,1 - 10",8,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,Hectárea,"10,1 - 25",0,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,Hectárea,"25,1 - 50",0,25-50
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,Hectárea,"50,1 - 100",78,50-100
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,Hectárea,"100,1 - 200",120,100-200
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,Hectárea,"200,1 - 500",250,200-500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,Hectárea,"500,1 - 1.000",0,500-1000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,Hectárea,"1.000,1 - 1.500",0,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,Hectárea,"1.500,1 - 2.000",0,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,Hectárea,"2.000,1 - 2.500",0,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,Hectárea,"2.500,1 - 3.500",0,2.500-5.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,Hectárea,"3.500,1 - 5.000",0,2.500-5.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,Hectárea,"5.000,1 - 7.500",0,5.000-10.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,Hectárea,"7.500,1 - 10.000",0,5.000-10.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,Hectárea,"10.000,1 - 20.000",0,10.000 y más
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06260,buenos aires,esteban echeverría,Hectárea,Más de 20.000,0,10.000 y más
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,EAP,Tot-l,233,NA
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,EAP,EAP sin límites definidos,0,EAP sin límites definidos
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,EAP,0 - 5,16,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,EAP,"5,1 - 10",20,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,EAP,"10,1 - 25",41,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,EAP,"25,1 - 50",44,25-50
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,EAP,"50,1 - 100",40,50-100
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,EAP,"100,1 - 200",22,100-200
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,EAP,"200,1 - 500",33,200-500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,EAP,"500,1 - 1.000",10,500-1000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,EAP,"1.000,1 - 1.500",2,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,EAP,"1.500,1 - 2.000",1,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,EAP,"2.000,1 - 2.500",1,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,EAP,"2.500,1 - 3.500",2,2.500-5.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,EAP,"3.500,1 - 5.000",0,2.500-5.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,EAP,"5.000,1 - 7.500",1,5.000-10.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,EAP,"7.500,1 - 10.000",0,5.000-10.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,EAP,"10.000,1 - 20.000",0,10.000 y más
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,EAP,Más de 20.000,0,10.000 y más
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,Hectárea,Tot-l,45091.2,NA
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,Hectárea,EAP sin límites definidos,-1,EAP sin límites definidos
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,Hectárea,0 - 5,62.5,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,Hectárea,"5,1 - 10",171.7,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,Hectárea,"10,1 - 25",799.5,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,Hectárea,"25,1 - 50",1710,25-50
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,Hectárea,"50,1 - 100",2840.5,50-100
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,Hectárea,"100,1 - 200",3039,100-200
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,Hectárea,"200,1 - 500",10415,200-500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,Hectárea,"500,1 - 1.000",6978,500-1000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,Hectárea,"1.000,1 - 1.500",2869,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,Hectárea,"1.500,1 - 2.000",1744,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,Hectárea,"2.000,1 - 2.500",2130,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,Hectárea,"2.500,1 - 3.500",5795,2.500-5.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,Hectárea,"3.500,1 - 5.000",0,2.500-5.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,Hectárea,"5.000,1 - 7.500",6537,5.000-10.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,Hectárea,"7.500,1 - 10.000",0,5.000-10.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,Hectárea,"10.000,1 - 20.000",0,10.000 y más
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06266,buenos aires,exaltación de la cruz,Hectárea,Más de 20.000,0,10.000 y más
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,EAP,Tot-l,22,NA
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,EAP,EAP sin límites definidos,0,EAP sin límites definidos
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,EAP,0 - 5,2,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,EAP,"5,1 - 10",5,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,EAP,"10,1 - 25",9,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,EAP,"25,1 - 50",4,25-50
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,EAP,"50,1 - 100",0,50-100
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,EAP,"100,1 - 200",0,100-200
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,EAP,"200,1 - 500",0,200-500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,EAP,"500,1 - 1.000",1,500-1000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,EAP,"1.000,1 - 1.500",1,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,EAP,"1.500,1 - 2.000",0,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,EAP,"2.000,1 - 2.500",0,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,EAP,"2.500,1 - 3.500",0,2.500-5.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,EAP,"3.500,1 - 5.000",0,2.500-5.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,EAP,"5.000,1 - 7.500",0,5.000-10.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,EAP,"7.500,1 - 10.000",0,5.000-10.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,EAP,"10.000,1 - 20.000",0,10.000 y más
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,EAP,Más de 20.000,0,10.000 y más
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,Hectárea,Tot-l,2540,NA
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,Hectárea,EAP sin límites definidos,-1,EAP sin límites definidos
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,Hectárea,0 - 5,8,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,Hectárea,"5,1 - 10",38,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,Hectárea,"10,1 - 25",173,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,Hectárea,"25,1 - 50",141,25-50
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,Hectárea,"50,1 - 100",0,50-100
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,Hectárea,"100,1 - 200",0,100-200
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,Hectárea,"200,1 - 500",0,200-500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,Hectárea,"500,1 - 1.000",680,500-1000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,Hectárea,"1.000,1 - 1.500",1500,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,Hectárea,"1.500,1 - 2.000",0,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,Hectárea,"2.000,1 - 2.500",0,1000-2500
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,Hectárea,"2.500,1 - 3.500",0,2.500-5.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,Hectárea,"3.500,1 - 5.000",0,2.500-5.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,Hectárea,"5.000,1 - 7.500",0,5.000-10.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,Hectárea,"7.500,1 - 10.000",0,5.000-10.000
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,Hectárea,"10.000,1 - 20.000",0,10.000 y más
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06270,buenos aires,ezeiza,Hectárea,Más de 20.000,0,10.000 y más
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06274,buenos aires,florencio varela,EAP,Tot-l,188,NA
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06274,buenos aires,florencio varela,EAP,EAP sin límites definidos,0,EAP sin límites definidos
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06274,buenos aires,florencio varela,EAP,0 - 5,122,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06274,buenos aires,florencio varela,EAP,"5,1 - 10",30,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06274,buenos aires,florencio varela,EAP,"10,1 - 25",19,0-25
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06274,buenos aires,florencio varela,EAP,"25,1 - 50",6,25-50
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06274,buenos aires,florencio varela,EAP,"50,1 - 100",5,50-100
2002,"Cuadro 1.2. Buenos Aires. Cantidad y superficie total de EAP, por escala de extensión, según partido",06274,buenos aires,florencio varela,EAP,"100,1 - 200",2,100-200
